日期,开盘,最高,最低,收盘,成交量,成交额
2019-08-21,996.50,1006.13,993.39,1002.02,4436738,6880427520.00
2019-08-22,1005.72,1007.12,988.26,995.50,4415130,6550942208.00
2019-08-23,996.83,1001.61,990.33,994.87,5311484,7781882880.00
2019-08-26,974.35,995.19,973.77,991.01,5696438,8285928960.00
2019-08-27,998.08,1016.48,997.65,1007.77,6798062,9654974464.00
2019-08-28,1005.81,1007.07,999.73,1003.08,7404456,10260156416.00
2019-08-29,1003.31,1003.74,995.78,999.04,7729760,11964952576.00
2019-08-30,1004.93,1009.30,986.36,990.66,11328416,16930799616.00
2019-09-02,990.19,1010.32,989.96,1006.05,12575026,18557497344.00
2019-09-03,1007.41,1007.97,1001.18,1007.97,12677582,19617984512.00
2019-09-04,1006.54,1017.06,1004.73,1017.06,13731202,20650930176.00
2019-09-05,1022.91,1040.56,1022.89,1030.07,18643064,27954362368.00
2019-09-06,1036.13,1046.52,1035.11,1043.21,13694424,22204176384.00
2019-09-09,1052.79,1060.20,1047.70,1060.20,17271486,26895816704.00
2019-09-10,1061.95,1061.95,1046.74,1054.58,17118694,26542786560.00
2019-09-11,1057.45,1057.87,1046.09,1046.96,14013541,21838182400.00
2019-09-12,1050.35,1051.68,1043.02,1049.47,12647604,19665350656.00
2019-09-16,1057.01,1057.38,1049.09,1052.73,14619806,21384478720.00
2019-09-17,1051.06,1051.06,1028.41,1031.97,14677937,21510961152.00
2019-09-18,1034.76,1039.03,1033.79,1036.39,12201123,19145828352.00
2019-09-19,1040.32,1043.15,1033.55,1043.12,12065489,18654679040.00
2019-09-20,1045.93,1049.95,1041.35,1045.95,14216109,22235246592.00
2019-09-23,1043.23,1043.35,1026.45,1036.19,13184089,19926986752.00
2019-09-24,1036.67,1048.41,1035.84,1041.10,13932014,23242563584.00
2019-09-25,1036.74,1036.74,1021.60,1022.33,13005842,21213569024.00
2019-09-26,1026.25,1026.99,1005.36,1006.74,14236819,22265157632.00
2019-09-27,1006.84,1017.71,1005.22,1013.34,11178478,16922503168.00
2019-09-30,1013.68,1017.99,1004.14,1004.18,9037463,13990611968.00
2019-10-08,1005.50,1012.31,1002.63,1003.71,9117935,14270754816.00
2019-10-09,999.11,1003.62,993.57,1003.62,9078809,13863712768.00
2019-10-10,1003.87,1019.39,1002.76,1018.45,9460804,14946791424.00
2019-10-11,1021.48,1023.80,1012.95,1020.40,9776483,15983885312.00
