日期,开盘,最高,最低,收盘,成交量,成交额
2023-02-27,997.94,1000.68,983.07,984.77,2214638,5183176192.00
2023-02-28,993.69,1010.42,986.90,997.56,2368639,6294708736.00
2023-03-01,996.53,1023.61,995.70,1023.61,3208963,7701320192.00
2023-03-02,1025.86,1035.48,1023.71,1028.93,3412111,8416996352.00
2023-03-03,1027.16,1029.81,1008.36,1017.22,2418809,6231510528.00
2023-03-06,1017.86,1026.30,1012.79,1024.63,2153446,6063538688.00
2023-03-07,1023.95,1024.87,993.88,994.18,2337769,5511355392.00
2023-03-08,992.77,1016.82,992.51,1016.56,1798779,4507272192.00
2023-03-09,1017.04,1033.16,1009.14,1029.17,2091530,5383599104.00
2023-03-10,1022.45,1032.01,1018.88,1019.24,1898526,5150949376.00
2023-03-13,1016.07,1049.94,1014.47,1049.94,2737586,8146908672.00
2023-03-14,1051.85,1051.85,1025.52,1040.54,3207788,8917811200.00
2023-03-15,1044.42,1047.56,1032.19,1035.59,2553762,6646068736.00
2023-03-16,1031.00,1035.60,1018.13,1020.68,2364165,6259513856.00
2023-03-17,1026.21,1050.29,1026.21,1044.77,3258420,9429829632.00
2023-03-20,1054.73,1057.90,1044.34,1049.05,4574217,11993948160.00
2023-03-21,1046.76,1056.48,1039.91,1053.95,3598523,9438606336.00
2023-03-22,1055.70,1073.41,1055.30,1073.41,3802595,9438642176.00
2023-03-23,1066.24,1083.72,1063.18,1083.14,3896849,10279844864.00
2023-03-24,1080.86,1100.49,1077.07,1097.20,4726052,12182093824.00
2023-03-27,1104.41,1126.59,1101.49,1123.20,5647500,15404695552.00
2023-03-28,1119.22,1124.76,1106.82,1112.90,5222574,12666107904.00
2023-03-29,1106.09,1115.41,1096.60,1100.35,4251215,10539402240.00
2023-03-30,1098.87,1099.01,1071.61,1079.39,3555283,8493555200.00
2023-03-31,1078.22,1101.07,1068.14,1095.83,3631531,9397377024.00
2023-04-03,1095.51,1132.23,1086.57,1130.34,4924474,14206887936.00
2023-04-04,1130.83,1131.01,1108.22,1120.51,5148922,13972917248.00
