日期,开盘,最高,最低,收盘,成交量,成交额
2022-07-12,991.80,1028.80,986.26,997.82,9656679,10066487296.00
2022-07-13,984.36,1026.82,984.36,1026.63,10495773,10930849792.00
2022-07-14,1020.13,1061.07,1013.67,1042.35,16191130,16392335360.00
2022-07-15,1034.14,1049.74,1030.28,1033.81,14685266,15357767680.00
2022-07-18,1041.97,1069.09,1041.51,1068.28,13438679,14316247040.00
2022-07-19,1072.39,1072.68,1054.35,1060.45,14356704,16072457216.00
2022-07-20,1062.03,1064.61,1050.00,1055.84,10089210,10027551744.00
2022-07-21,1048.13,1062.41,1046.09,1049.30,11519299,12225554432.00
2022-07-22,1048.20,1058.17,1037.81,1049.25,12400193,12978196480.00
2022-07-25,1052.31,1052.31,1019.99,1022.96,10203204,10645630976.00
2022-07-26,1020.92,1027.08,1004.29,1027.08,9050675,9048656896.00
2022-07-27,1024.71,1042.89,1022.76,1042.89,9848786,10773149696.00
2022-07-28,1049.12,1061.86,1047.54,1054.34,11528120,12567183360.00
2022-07-29,1058.43,1092.02,1058.43,1076.96,15584469,18403960832.00
2022-08-01,1078.98,1079.70,1060.41,1073.97,12156831,13865708544.00
2022-08-02,1056.74,1056.74,1005.31,1014.06,14008270,14620474368.00
2022-08-03,1015.98,1040.03,997.35,1001.96,12219242,13061889024.00
2022-08-04,1009.41,1036.88,1009.41,1028.48,9816984,11234481152.00
2022-08-05,1032.44,1032.55,1005.09,1020.94,10265682,11124509696.00
2022-08-08,1017.41,1034.36,1002.30,1034.36,8361730,8881182720.00
2022-08-09,1035.32,1043.26,1029.56,1037.80,9061514,9756976128.00
2022-08-10,1034.89,1045.29,1030.75,1045.22,9281086,10125628416.00
2022-08-11,1050.70,1060.35,1048.75,1054.97,9316674,10206724096.00
2022-08-12,1053.98,1062.04,1041.16,1042.13,8714804,9577014272.00
2022-08-15,1042.50,1069.29,1039.10,1069.29,10934384,11644238848.00
2022-08-16,1069.80,1090.06,1069.80,1086.73,12624048,13778737152.00
2022-08-17,1092.74,1116.74,1092.51,1116.64,16043913,18121269248.00
2022-08-18,1118.12,1130.60,1117.69,1124.61,17551046,19740669952.00
2022-08-19,1122.22,1124.51,1098.87,1099.72,18569814,21034674176.00
2022-08-22,1101.87,1110.12,1093.10,1096.79,15820856,17765376000.00
2022-08-23,1090.53,1130.24,1088.08,1130.24,16079404,19789920256.00
2022-08-24,1131.17,1131.47,1080.00,1081.97,16845166,20765782016.00
2022-08-25,1087.04,1090.11,1046.21,1059.15,14440745,17611960320.00
2022-08-26,1062.33,1081.32,1052.14,1054.42,14603884,18166321152.00
2022-08-29,1037.34,1082.85,1028.76,1082.77,13896484,16869426176.00
2022-08-30,1083.06,1083.36,1044.86,1045.98,13223581,16407979008.00
2022-08-31,1041.59,1043.53,984.60,985.40,14614149,17160495104.00
2022-09-01,982.25,991.34,964.55,965.68,10185307,11297638400.00
2022-09-02,967.66,983.76,956.15,981.70,8689633,10008881152.00
2022-09-05,981.41,994.64,975.44,981.67,7498585,8611864576.00
2022-09-06,987.08,1005.21,972.63,1005.21,9369454,11052312576.00
2022-09-07,1000.73,1019.73,999.45,1017.37,9410727,11064377344.00
2022-09-08,1016.88,1024.20,1003.01,1004.44,9045292,10330242048.00
2022-09-09,1003.96,1005.19,984.84,992.85,7638866,8901860352.00
2022-09-13,994.15,998.57,979.26,986.00,6615945,7627339264.00
2022-09-14,968.01,980.90,961.67,972.92,7102565,8085990912.00
2022-09-15,975.86,977.99,917.64,929.80,9791392,10785277952.00
2022-09-16,928.36,935.40,911.32,911.32,6361320,7204067840.00
2022-09-19,908.49,914.52,891.13,897.09,5863818,6575422976.00
2022-09-20,904.64,922.06,904.64,916.16,5557150,6611106816.00
2022-09-21,915.31,923.51,899.41,920.46,5266634,5944950272.00
2022-09-22,913.81,933.50,909.73,921.65,5411175,6573100032.00
2022-09-23,921.65,927.19,895.17,903.95,5779687,6962711040.00
2022-09-26,897.38,911.33,891.59,892.98,5494157,6769796608.00
2022-09-27,896.38,911.58,896.38,911.50,5081647,6049147392.00
2022-09-28,910.17,912.03,878.22,878.22,6073466,6652967424.00
2022-09-29,881.71,889.41,869.79,875.05,5083856,5907490304.00
2022-09-30,875.44,879.38,858.51,858.51,4950430,5597085184.00
2022-10-10,862.97,869.28,843.43,846.58,4721223,5023863296.00
2022-10-11,849.52,872.18,846.37,869.70,5411361,5968854016.00
2022-10-12,870.99,907.90,862.58,907.90,7472153,7947896832.00
2022-10-13,903.25,931.83,900.20,922.47,7800991,8040283136.00
2022-10-14,928.11,943.84,925.88,937.61,8180930,8964275200.00
2022-10-17,934.12,949.95,931.68,948.95,7051818,7576355840.00
2022-10-18,951.23,973.81,946.90,961.76,10318472,12129259520.00
2022-10-19,960.84,977.57,957.86,962.31,10189781,12343430144.00
2022-10-20,956.56,970.21,942.79,956.46,10082296,11611154432.00
2022-10-21,956.46,968.73,952.02,961.58,8401505,9504897024.00
2022-10-24,958.08,970.68,940.79,945.66,8554503,9828227072.00
2022-10-25,941.92,956.52,928.26,950.04,7702202,8795723776.00
2022-10-26,951.85,979.00,948.83,976.84,10563866,12089626624.00
2022-10-27,983.47,991.05,964.88,965.55,11960007,14032207872.00
2022-10-28,963.15,968.64,924.88,928.62,10566738,11401133056.00
2022-10-31,924.26,958.47,924.26,951.55,9491110,10013816832.00
2022-11-01,956.23,989.72,956.23,989.72,11542174,13118851072.00
2022-11-02,985.82,993.65,980.65,991.92,9601064,11075287040.00
2022-11-03,984.52,1000.90,982.25,997.33,9099398,10322913280.00
2022-11-04,999.61,1017.22,999.37,1015.60,10448628,12313600000.00
2022-11-07,1013.43,1019.79,1003.41,1012.54,8884946,10428496896.00
2022-11-08,1010.50,1010.50,994.56,1009.06,7390973,8311201280.00
2022-11-09,1009.12,1015.95,1000.86,1012.30,7282735,8178187776.00
2022-11-10,1007.35,1020.75,1005.77,1012.72,8723201,10174096384.00
2022-11-11,1030.12,1033.76,1007.76,1007.76,9447858,10728148992.00
2022-11-14,1005.79,1008.02,991.58,995.95,8406425,9299984384.00
2022-11-15,995.46,1016.52,993.14,1016.52,8450099,9392309248.00
2022-11-16,1017.92,1025.34,1003.43,1007.52,7718687,8013757952.00
2022-11-17,1005.60,1011.35,994.38,1011.33,6955212,7156616704.00
2022-11-18,1013.51,1027.73,1011.29,1017.69,9795698,10954357760.00
2022-11-21,1016.26,1036.01,1012.74,1035.07,9489891,11026310144.00
2022-11-22,1034.53,1034.59,1015.10,1018.23,9338214,9966650368.00
2022-11-23,1017.53,1030.12,999.55,1029.21,10112594,11170988032.00
2022-11-24,1027.92,1036.98,1026.44,1029.82,9067289,10656036864.00
2022-11-25,1026.70,1026.70,1007.52,1008.09,6665712,7606356480.00
2022-11-28,1003.16,1031.28,1000.99,1026.48,8944795,10184527872.00
2022-11-29,1022.91,1030.66,1019.94,1030.03,8471614,9695039488.00
2022-11-30,1027.93,1027.93,1014.65,1018.64,7344399,8733694976.00
2022-12-01,1023.82,1032.20,1020.81,1025.75,7563462,9236533248.00
2022-12-02,1023.21,1047.65,1022.08,1045.85,9490323,11256295424.00
2022-12-05,1050.28,1052.54,1039.80,1045.37,9848937,11469393920.00
2022-12-06,1041.75,1045.75,1032.21,1037.47,8201508,9927640064.00
2022-12-07,1034.41,1037.83,1021.79,1024.33,7551755,8892265472.00
2022-12-08,1022.51,1029.27,1015.86,1019.34,6860630,8377768448.00
2022-12-09,1017.89,1019.99,1004.76,1006.90,7523291,9543974912.00
2022-12-12,1006.93,1008.47,997.29,1005.17,6332941,7200506880.00
2022-12-13,1004.45,1008.22,991.90,992.66,5686609,6839905792.00
2022-12-14,992.96,996.33,982.89,985.15,5214987,6543012864.00
2022-12-15,985.35,996.19,982.07,995.88,5726585,6853929984.00
2022-12-16,989.24,989.81,968.77,971.14,5368920,6159266816.00
2022-12-19,970.81,972.80,949.99,954.87,4933226,5379963904.00
2022-12-20,953.40,960.38,950.22,954.99,4048808,4402706944.00
2022-12-21,953.99,954.50,930.65,934.54,4415584,4758320128.00
2022-12-22,938.30,939.58,914.51,916.40,4413632,4686972416.00
2022-12-23,913.45,922.48,909.06,915.32,4039830,4009852160.00
2022-12-26,915.76,950.76,915.76,950.74,5711918,6482178560.00
2022-12-27,952.32,959.14,945.02,955.52,5440103,6057052672.00
2022-12-28,953.71,953.71,944.47,948.72,7794977,7750757888.00
2022-12-29,947.05,951.45,940.07,940.07,5969689,5944561664.00
2022-12-30,942.89,955.29,941.99,952.96,5406702,6112957440.00
2023-01-03,952.77,993.39,951.51,992.08,8090980,9017967616.00
2023-01-04,993.45,999.03,988.20,996.39,7416900,7989863424.00
2023-01-05,1000.57,1014.15,995.65,1013.33,9184795,10678753280.00
2023-01-06,1012.68,1032.39,1012.18,1024.05,10724465,12658125824.00
2023-01-09,1033.03,1047.83,1029.80,1035.25,9597491,12887658496.00
2023-01-10,1034.96,1037.69,1027.11,1030.80,7502437,9403711488.00
2023-01-11,1031.37,1034.29,1021.05,1022.12,7635812,9534727168.00
2023-01-12,1023.24,1036.86,1023.24,1030.04,7353271,9346259968.00
2023-01-13,1031.67,1033.53,1018.94,1025.86,6192336,7967131648.00
2023-01-16,1026.70,1039.35,1023.50,1034.05,7191244,8824658944.00
2023-01-17,1036.67,1044.08,1029.32,1035.16,6840903,8950534144.00
