日期,开盘,最高,最低,收盘,成交量,成交额
2015-09-02,1414.25,1469.71,1396.46,1430.98,8879139,12901908480.00
2015-09-07,1423.74,1463.89,1387.30,1393.14,8356763,11842273280.00
2015-09-08,1374.18,1424.27,1357.32,1418.47,7479313,9361899520.00
2015-09-09,1419.26,1456.60,1416.86,1453.61,11650451,15297423360.00
2015-09-10,1433.05,1458.70,1424.94,1437.08,9377780,12510269440.00
2015-09-11,1435.16,1446.45,1414.37,1433.46,8370514,11276053504.00
2015-09-14,1438.96,1449.67,1355.81,1368.64,9890676,13021209600.00
2015-09-15,1343.66,1357.14,1311.56,1320.24,6435542,7564767232.00
2015-09-16,1322.82,1410.00,1313.56,1396.08,8087284,10014618624.00
2015-09-17,1391.36,1411.01,1356.14,1356.55,9059193,11312827392.00
2015-09-18,1363.60,1375.74,1350.26,1366.73,5643415,6933066240.00
2015-09-21,1359.87,1409.87,1354.19,1409.26,7833380,10243330048.00
2015-09-22,1414.72,1433.59,1406.27,1422.55,10036686,13106220032.00
2015-09-23,1407.63,1429.18,1402.95,1415.84,10569867,14030436352.00
2015-09-24,1416.90,1436.87,1411.88,1431.67,9034168,12258819072.00
2015-09-25,1428.00,1436.23,1382.71,1393.38,7346105,9501769728.00
2015-09-28,1390.67,1416.82,1378.41,1415.78,4986730,6488320512.00
2015-09-29,1399.24,1416.73,1394.68,1401.61,5607075,7163389440.00
2015-09-30,1408.27,1414.39,1390.95,1397.46,4293096,5594135040.00
2015-10-08,1428.20,1452.45,1424.85,1447.35,8741395,11006129152.00
2015-10-09,1438.97,1448.77,1427.67,1443.07,7018552,9228870656.00
2015-10-12,1444.19,1499.59,1444.03,1483.36,11940714,17073811456.00
2015-10-13,1474.06,1500.66,1464.51,1497.64,9697724,13825424384.00
2015-10-14,1490.59,1495.78,1468.59,1469.41,11123389,14094660608.00
2015-10-15,1463.76,1505.06,1463.76,1505.04,11854389,15999490048.00
2015-10-16,1514.64,1530.81,1494.60,1530.20,13772523,19792934912.00
2015-10-19,1531.40,1548.52,1520.66,1540.05,13757993,19972249600.00
2015-10-20,1533.89,1543.55,1513.93,1543.36,12126713,17748068352.00
2015-10-21,1544.88,1559.23,1457.14,1462.02,15078373,21902016512.00
2015-10-22,1462.31,1513.41,1461.29,1512.92,11522604,16985820160.00
2015-10-23,1520.67,1552.21,1513.84,1545.08,13296653,20326449152.00
2015-10-26,1556.73,1558.51,1524.93,1540.99,11935274,18659076096.00
2015-10-27,1528.95,1545.91,1484.13,1539.20,10889925,16693682176.00
2015-10-28,1532.89,1543.04,1500.31,1505.64,9195253,14400102400.00
2015-10-29,1515.42,1540.04,1509.51,1526.26,9513250,14877645824.00
2015-10-30,1548.99,1562.76,1531.82,1545.49,13067273,21439838208.00
2015-11-02,1512.93,1549.07,1500.33,1512.09,11333363,17476466688.00
2015-11-03,1511.20,1518.16,1488.69,1500.00,9590651,13585679360.00
2015-11-04,1502.83,1553.71,1502.21,1553.67,12534989,18164224000.00
2015-11-05,1552.92,1575.47,1544.71,1557.34,14776721,22209187840.00
2015-11-06,1556.56,1580.59,1556.26,1579.01,11969743,17825685504.00
2015-11-09,1573.28,1614.24,1563.71,1607.26,15450898,24197437440.00
2015-11-10,1600.00,1616.79,1593.62,1609.10,14997245,23495499776.00
2015-11-11,1606.67,1627.12,1602.23,1623.04,11947398,18489319424.00
2015-11-12,1624.57,1627.42,1601.50,1617.98,11599920,18977536000.00
2015-11-13,1605.95,1605.95,1571.78,1576.09,10301657,16361004032.00
2015-11-16,1551.56,1593.87,1546.85,1593.87,7515743,11483679744.00
2015-11-17,1602.95,1619.21,1581.39,1584.88,10625085,16722345984.00
2015-11-18,1585.91,1595.14,1571.42,1575.14,8717978,12740814848.00
2015-11-19,1578.16,1604.99,1578.16,1604.99,8009832,12121539584.00
2015-11-20,1607.65,1625.86,1603.76,1622.12,11327112,17839929344.00
2015-11-23,1623.07,1642.57,1615.80,1624.07,11374068,16758567936.00
2015-11-24,1626.39,1632.53,1605.62,1632.52,9363579,14921798656.00
2015-11-25,1627.69,1654.01,1624.50,1653.82,10489614,16522660864.00
2015-11-26,1659.76,1666.36,1642.46,1643.75,11415054,17920864256.00
2015-11-27,1638.13,1643.25,1557.52,1568.65,11888950,18676971520.00
2015-11-30,1569.62,1582.91,1508.04,1577.21,11468606,17374238720.00
2015-12-01,1576.99,1595.23,1564.91,1583.64,8763250,13744720896.00
2015-12-02,1588.17,1601.29,1563.35,1596.66,10007523,14985166848.00
2015-12-03,1592.01,1620.75,1591.56,1620.40,10373569,15137906688.00
2015-12-04,1615.02,1624.81,1599.00,1607.40,10379531,15889790976.00
2015-12-07,1610.70,1622.98,1600.36,1621.91,8371071,12745256960.00
2015-12-08,1618.66,1618.66,1592.56,1594.14,10210653,15244395520.00
2015-12-09,1589.21,1600.60,1584.36,1594.70,8361521,13465508864.00
2015-12-10,1594.83,1610.10,1590.30,1593.28,8178628,12728476672.00
2015-12-11,1591.29,1591.29,1568.61,1575.17,7303809,10567603200.00
2015-12-14,1567.78,1611.23,1561.29,1611.23,8691489,12938370048.00
2015-12-15,1613.24,1624.82,1609.38,1620.29,8713477,12679956480.00
