日期,开盘,最高,最低,收盘,成交量,成交额
2015-09-02,1072.68,1138.86,1069.31,1138.64,125495129,109612875776.00
2015-09-07,1120.31,1129.24,1074.95,1078.56,65737827,62144512000.00
2015-09-08,1070.36,1099.86,1059.88,1098.24,45989911,45264195584.00
2015-09-09,1097.92,1115.95,1094.45,1112.06,58663303,64622653440.00
2015-09-10,1100.08,1111.68,1095.28,1105.49,39100863,42772299776.00
2015-09-11,1100.30,1108.79,1091.19,1098.81,29243154,33500241920.00
2015-09-14,1102.10,1105.30,1069.12,1101.82,62744530,67615215616.00
2015-09-15,1083.09,1089.70,1069.31,1083.53,43336750,43548286976.00
2015-09-16,1077.54,1127.42,1070.92,1112.95,43556608,45085130752.00
2015-09-17,1104.34,1122.19,1093.87,1094.34,44824115,48038612992.00
2015-09-18,1096.50,1106.21,1092.85,1094.99,28684818,30512502784.00
2015-09-21,1086.99,1103.71,1084.75,1102.30,30743842,34029254656.00
2015-09-22,1103.39,1119.86,1100.44,1112.32,36086665,41210953728.00
2015-09-23,1101.33,1107.90,1090.12,1091.04,29547754,33096245248.00
2015-09-24,1094.65,1099.18,1086.04,1092.85,23253695,27353401344.00
2015-09-25,1090.47,1094.18,1074.60,1088.07,33017960,39874564096.00
2015-09-28,1082.59,1084.24,1072.28,1081.13,19678415,22882922496.00
2015-09-29,1069.83,1071.83,1057.76,1062.56,22996760,25277820928.00
2015-09-30,1066.33,1074.62,1064.30,1067.24,20428828,24219080704.00
2015-10-08,1101.14,1103.35,1089.22,1090.03,35373603,45877657600.00
2015-10-09,1093.34,1104.70,1091.39,1102.18,31732405,36309868544.00
2015-10-12,1105.38,1140.52,1103.26,1129.40,58095917,66605531136.00
2015-10-13,1124.02,1129.67,1119.28,1125.12,37515851,42531000320.00
2015-10-14,1120.41,1126.75,1114.25,1115.31,39667000,43045572608.00
2015-10-15,1116.11,1135.11,1114.51,1135.11,44675322,50712363008.00
2015-10-16,1140.15,1148.10,1135.75,1144.97,53108392,59118505984.00
2015-10-19,1147.38,1153.86,1136.27,1142.25,50001192,58286714880.00
2015-10-20,1139.47,1147.97,1135.26,1147.96,42344306,53315092480.00
2015-10-21,1148.87,1164.20,1120.98,1150.94,79419305,84598743040.00
2015-10-22,1135.16,1149.07,1132.77,1148.46,49408201,55215423488.00
2015-10-23,1149.78,1158.92,1146.07,1156.24,48691236,61502853120.00
2015-10-26,1164.47,1166.06,1153.07,1159.20,50924584,70513836032.00
2015-10-27,1154.91,1156.94,1137.95,1156.62,39254161,52265250816.00
2015-10-28,1152.44,1155.30,1142.62,1144.05,37665763,48417583104.00
2015-10-29,1144.87,1147.67,1139.09,1142.09,27662758,36469280768.00
2015-10-30,1140.64,1149.77,1135.15,1141.77,34240623,46186172416.00
2015-11-02,1132.44,1141.03,1126.47,1126.51,33214165,44985409536.00
2015-11-03,1128.29,1131.37,1116.02,1118.87,29150825,38245670912.00
2015-11-04,1120.40,1162.46,1120.40,1162.28,60754382,78544945152.00
2015-11-05,1157.74,1210.53,1156.80,1185.03,127114520,156072148992.00
2015-11-06,1180.65,1201.55,1177.47,1200.46,88773197,114134482944.00
2015-11-09,1203.99,1242.40,1203.66,1225.53,116445165,138143481856.00
2015-11-10,1214.06,1230.14,1209.53,1215.27,77010326,99532103680.00
2015-11-11,1213.06,1214.08,1195.57,1208.51,60191041,90060521472.00
2015-11-12,1209.41,1209.76,1191.44,1197.62,53051086,84185415680.00
2015-11-13,1189.24,1197.93,1182.21,1185.62,52239928,84151533568.00
2015-11-16,1171.34,1189.87,1170.78,1189.87,46989436,73207046144.00
2015-11-17,1194.46,1215.42,1190.54,1192.83,73291525,111347458048.00
2015-11-18,1192.41,1200.48,1184.15,1187.38,57052108,85215092736.00
2015-11-19,1187.02,1198.18,1184.16,1198.09,41983882,65595990016.00
2015-11-20,1197.85,1200.79,1191.17,1195.68,45974189,72454569984.00
2015-11-23,1194.36,1199.77,1186.78,1189.92,41162686,66003156992.00
2015-11-24,1187.25,1189.44,1176.69,1189.28,38419764,56309637120.00
2015-11-25,1186.68,1195.78,1182.99,1195.65,41051189,63727529984.00
2015-11-26,1197.44,1201.01,1189.76,1191.46,42007090,66207043584.00
2015-11-27,1185.83,1186.75,1136.20,1144.25,54593592,81397399552.00
2015-11-30,1143.39,1157.16,1129.05,1152.66,50885622,68348530688.00
2015-12-01,1150.51,1160.41,1139.21,1152.95,43872716,62030368768.00
2015-12-02,1151.48,1202.18,1148.10,1201.02,77328315,102830235648.00
2015-12-03,1194.22,1223.33,1186.90,1216.46,80052388,93017620480.00
2015-12-04,1205.41,1205.98,1187.87,1188.90,53821107,73715417088.00
2015-12-07,1189.33,1191.81,1179.84,1187.78,37121009,58182094848.00
2015-12-08,1180.63,1183.40,1167.34,1172.58,38318480,59764232192.00
2015-12-09,1168.69,1183.48,1168.39,1179.12,34339211,57249947648.00
2015-12-10,1178.11,1190.72,1171.18,1173.92,37509646,60219772928.00
2015-12-11,1169.18,1171.53,1158.67,1166.78,33541568,49832800256.00
2015-12-14,1157.90,1191.37,1156.05,1190.86,42998852,62634287104.00
2015-12-15,1187.80,1189.50,1177.81,1182.20,35078731,55234723840.00
2015-12-16,1184.62,1187.01,1177.55,1180.24,31660978,50209243136.00
2015-12-17,1185.15,1200.15,1184.86,1196.82,46558827,74284883968.00
2015-12-18,1194.89,1220.33,1192.97,1202.48,53047813,78534352896.00
2015-12-21,1199.09,1238.41,1198.24,1233.27,69785439,106359742464.00
2015-12-22,1232.65,1236.24,1224.34,1232.69,54078610,86179479552.00
2015-12-23,1232.33,1248.20,1229.86,1232.49,70446795,110134509568.00
2015-12-24,1231.73,1233.54,1214.63,1225.18,45989970,70317219840.00
2015-12-25,1223.51,1228.14,1219.82,1225.60,37329138,55854288896.00
2015-12-28,1226.40,1228.17,1195.99,1195.99,48217179,71927963648.00
2015-12-29,1194.68,1205.27,1192.67,1205.27,34117283,52737335296.00
2015-12-30,1204.53,1205.29,1193.58,1204.60,32621133,52296077312.00
2015-12-31,1203.23,1205.43,1195.68,1197.59,31976473,49940197376.00
2016-01-04,1196.58,1196.67,1135.53,1135.98,32585704,46704623616.00
2016-01-05,1119.91,1150.68,1114.66,1140.78,45012286,62021824512.00
2016-01-06,1138.62,1153.39,1135.51,1152.40,32927909,45865807872.00
2016-01-07,1139.95,1139.95,1095.37,1099.50,10216886,13536178176.00
2016-01-08,1114.85,1127.28,1087.37,1112.81,46342434,60215328768.00
2016-01-11,1097.79,1104.68,1066.59,1066.59,43522623,54718873600.00
2016-01-12,1074.11,1079.70,1064.76,1071.47,33231726,42571329536.00
2016-01-13,1079.49,1082.33,1060.07,1060.13,30159548,38355939328.00
2016-01-14,1057.14,1073.88,1040.68,1072.57,36578099,44133113856.00
2016-01-15,1067.16,1070.91,1040.73,1045.81,32054099,40688504832.00
2016-01-18,1033.14,1056.91,1032.27,1046.45,27200995,34327838720.00
2016-01-19,1048.41,1072.12,1043.71,1070.18,32838964,44106682368.00
2016-01-20,1065.93,1068.52,1047.73,1054.31,32896198,44148494336.00
2016-01-21,1044.65,1063.83,1033.00,1033.00,29668025,39037624320.00
2016-01-22,1041.75,1045.29,1027.06,1041.54,23731467,30963089408.00
2016-01-25,1043.35,1048.69,1037.74,1044.88,22331832,27873585152.00
2016-01-26,1037.16,1037.84,993.38,994.90,33788720,39914774528.00
2016-01-27,997.64,1002.90,972.39,995.42,36715813,41882816512.00
2016-01-28,990.64,996.64,976.07,979.49,26824565,31348410368.00
2016-01-29,979.74,1009.16,979.74,1003.94,32637795,36721029120.00
2016-02-01,1002.25,1002.27,980.16,989.09,24976779,30069090304.00
2016-02-02,987.76,1005.35,987.47,1001.32,25490999,30447159296.00
2016-02-03,992.04,994.59,983.00,993.44,22050110,26242400256.00
2016-02-04,997.16,1005.84,996.33,1002.39,25822830,31891263488.00
2016-02-05,1001.32,1003.95,997.12,998.98,20993873,27458824192.00
2016-02-15,975.89,994.88,974.39,989.80,18834269,23822272512.00
2016-02-16,993.95,1016.01,993.95,1014.43,27281452,32764936192.00
2016-02-17,1013.51,1019.12,1009.04,1018.58,29307689,35990093824.00
2016-02-18,1022.48,1025.50,1014.55,1016.05,30217741,37365096448.00
2016-02-19,1013.84,1016.98,1009.11,1013.15,23126931,29070247936.00
2016-02-22,1022.10,1038.28,1018.03,1035.33,35398111,43187834880.00
2016-02-23,1034.48,1034.49,1018.38,1025.64,26716825,34666782720.00
2016-02-24,1021.86,1031.42,1017.44,1030.48,26978495,34347487232.00
2016-02-25,1028.84,1028.94,984.17,987.55,40223124,46185918464.00
