日期,开盘,最高,最低,收盘,成交量,成交额
2024-03-05,995.47,1050.35,993.88,1036.19,4547711,14220089344.00
2024-03-06,1023.94,1041.33,1007.22,1020.46,5989514,12384668672.00
2024-03-07,1017.09,1035.95,981.13,981.73,5467101,12017289216.00
2024-03-08,983.30,1024.62,981.40,1023.01,5433347,12527262720.00
2024-03-11,998.90,1023.29,989.76,1021.79,5112338,11040070656.00
2024-03-12,1020.98,1042.23,1010.13,1011.69,5378186,12015350784.00
2024-03-13,1021.13,1024.36,1003.98,1009.46,4413543,10194328576.00
2024-03-14,995.09,998.87,965.11,979.22,3612824,8155140608.00
2024-03-15,976.72,1001.98,968.16,1001.89,3747062,9033094144.00
2024-03-18,1004.49,1047.85,1002.90,1047.85,5252495,13511182336.00
2024-03-19,1043.00,1066.52,1040.46,1042.43,4684539,12743696384.00
2024-03-20,1037.93,1058.60,1036.98,1058.60,4841179,12224196608.00
2024-03-21,1061.18,1066.42,1045.44,1056.75,4405077,12630061056.00
2024-03-22,1049.08,1057.73,1036.75,1043.18,4297205,11697819648.00
2024-03-25,1038.55,1041.13,984.15,984.93,4299329,11007435776.00
2024-03-26,978.44,997.70,965.64,979.04,3123333,8085954048.00
2024-03-27,974.12,975.04,925.32,926.10,3958269,9796720640.00
2024-03-28,923.71,976.48,923.71,963.53,7907124,15237711872.00
