日期,开盘,最高,最低,收盘,成交量,成交额
2015-09-02,3339.31,3471.67,3316.37,3410.61,1913148,2579717632.00
2015-09-07,3438.20,3493.11,3400.68,3420.11,1809146,2565650944.00
2015-09-08,3419.46,3507.63,3384.90,3502.48,1666932,2355431424.00
2015-09-09,3516.34,3579.00,3503.22,3562.70,2486375,3751789056.00
2015-09-10,3534.08,3577.46,3520.12,3533.45,1732114,2434196224.00
2015-09-11,3537.53,3551.53,3504.61,3543.20,1456534,2186370816.00
2015-09-14,3584.31,3607.14,3444.62,3467.62,1974189,2802954752.00
2015-09-15,3414.22,3480.66,3377.55,3389.77,1739869,2404348928.00
2015-09-16,3405.77,3540.14,3379.13,3528.21,1791018,2417946624.00
2015-09-17,3519.37,3580.34,3471.66,3472.52,2118819,3239946240.00
2015-09-18,3480.67,3515.12,3464.37,3506.54,1520539,2230801408.00
2015-09-21,3477.41,3600.15,3461.32,3599.94,1726082,2655407104.00
2015-09-22,3602.93,3663.37,3592.47,3650.09,2277816,3603827712.00
2015-09-23,3599.80,3657.60,3596.82,3625.62,1992850,3470343936.00
2015-09-24,3626.90,3660.94,3626.71,3647.87,1568719,2713207552.00
2015-09-25,3671.83,3677.79,3570.03,3585.84,2065962,3129307904.00
2015-09-28,3585.15,3629.85,3540.28,3628.45,1440644,2361881856.00
2015-09-29,3597.20,3618.00,3566.83,3581.71,1716748,3022231040.00
2015-09-30,3586.15,3601.55,3547.14,3569.77,1201075,2122819840.00
2015-10-08,3637.72,3673.32,3627.29,3666.98,1806607,2936542208.00
2015-10-09,3664.16,3704.79,3656.25,3699.10,1760675,3039311360.00
2015-10-12,3724.58,3853.57,3724.58,3833.46,3482813,5681681408.00
2015-10-13,3819.26,3881.77,3818.18,3881.00,2955935,4755758080.00
2015-10-14,3890.99,3941.73,3832.45,3920.52,3856659,6875146240.00
2015-10-15,3876.18,3991.70,3876.18,3990.24,4145696,7320157184.00
2015-10-16,4003.54,4040.98,3978.85,4027.68,3991223,7344081920.00
2015-10-19,4027.89,4035.68,3975.67,4002.00,2924413,5456385024.00
2015-10-20,4001.12,4001.12,3859.64,3937.04,3155664,6197409792.00
2015-10-21,3947.36,3947.99,3602.13,3605.35,3727211,6929326080.00
2015-10-22,3593.69,3595.51,3453.26,3586.04,2666408,5019654656.00
2015-10-23,3486.02,3602.63,3473.46,3576.39,4744546,14596845568.00
2015-10-26,3592.17,3655.61,3523.33,3655.61,3822872,10696803328.00
2015-10-27,3656.08,3736.26,3544.79,3705.74,4895008,11201553408.00
2015-10-28,3674.42,3689.36,3507.50,3527.92,3331567,7676157440.00
2015-10-29,3543.14,3555.58,3453.65,3503.72,2252012,5229300736.00
2015-10-30,3480.25,3495.87,3365.41,3426.81,2066894,5221913600.00
2015-11-02,3365.98,3523.12,3317.83,3398.45,2159461,5338094080.00
