日期,开盘,最高,最低,收盘,成交量,成交额
2024-02-20,1096.96,1131.10,1090.82,1103.80,7433942,17830053888.00
2024-02-21,1129.57,1181.32,1123.74,1159.68,9084338,18630543360.00
2024-02-22,1184.75,1216.84,1182.45,1216.84,11069164,18334375936.00
2024-02-23,1246.33,1310.73,1222.22,1297.73,15422211,26589761536.00
2024-02-26,1274.87,1319.82,1267.70,1309.72,13775912,23126620160.00
2024-02-27,1289.08,1339.94,1277.90,1336.96,13198823,23619545088.00
2024-02-28,1336.34,1368.37,1263.45,1263.56,16730208,30641702912.00
2024-02-29,1241.78,1316.06,1241.78,1315.21,12383762,22427947008.00
2024-03-01,1303.17,1338.78,1287.62,1325.23,12878690,25876711424.00
2024-03-04,1323.23,1355.20,1298.54,1354.09,13141853,24336502784.00
2024-03-05,1333.45,1382.06,1328.47,1335.96,13001188,27054536704.00
2024-03-06,1311.59,1337.12,1302.41,1315.91,10262105,19936950272.00
2024-03-07,1315.49,1332.71,1265.40,1277.69,10438250,19130109952.00
2024-03-08,1275.93,1305.19,1266.42,1301.42,7962683,13420549120.00
2024-03-11,1280.47,1311.49,1271.11,1311.49,7650889,13621121024.00
2024-03-12,1312.52,1331.54,1303.47,1313.18,8914805,15349557248.00
2024-03-13,1317.83,1386.33,1315.92,1364.70,14058384,25658992640.00
2024-03-14,1336.15,1342.29,1298.04,1320.97,10313696,18065059840.00
2024-03-15,1309.33,1318.83,1289.69,1318.78,7525559,14016537600.00
2024-03-18,1321.94,1362.18,1311.99,1361.48,9307704,17406142464.00
2024-03-19,1360.89,1392.02,1348.26,1349.02,10313048,18838298624.00
2024-03-20,1339.27,1425.43,1339.27,1421.45,16087628,27326392320.00
2024-03-21,1460.30,1482.85,1447.12,1454.96,18051614,29020112896.00
2024-03-22,1455.12,1526.57,1433.20,1495.00,24421875,39265943552.00
2024-03-25,1491.90,1492.24,1398.16,1398.17,18598250,29126973440.00
2024-03-26,1382.15,1393.33,1328.43,1335.15,14376957,23019425792.00
2024-03-27,1331.30,1342.75,1277.66,1277.66,12938685,19804932096.00
2024-03-28,1274.32,1347.85,1274.32,1331.40,13804912,21687191552.00
