日期,开盘,最高,最低,收盘,成交量,成交额
2015-09-02,1527.15,1616.31,1504.76,1554.17,8841152,11880326144.00
2015-09-07,1571.30,1623.03,1561.64,1573.48,6808153,10163680256.00
2015-09-08,1572.04,1652.74,1560.43,1649.71,6425635,9398819840.00
2015-09-09,1658.32,1727.27,1658.32,1722.59,11046104,17749731328.00
2015-09-10,1701.54,1714.74,1676.03,1677.44,7832786,12250275840.00
2015-09-11,1674.73,1706.58,1667.50,1693.79,6355627,9551475712.00
2015-09-14,1709.19,1715.11,1578.53,1585.26,9169640,13091761152.00
2015-09-15,1543.62,1585.92,1502.17,1508.40,8099429,10863435776.00
2015-09-16,1521.91,1612.76,1513.20,1611.39,8358807,11661031424.00
2015-09-17,1615.94,1681.89,1608.74,1608.81,10889100,16548410368.00
2015-09-18,1626.12,1657.73,1615.63,1649.58,8824076,14205186048.00
2015-09-21,1633.63,1706.41,1623.99,1706.41,8865879,14190382080.00
2015-09-22,1707.28,1723.11,1684.01,1700.74,8971327,14128330752.00
2015-09-23,1676.52,1757.83,1673.45,1717.62,10283482,17772414976.00
2015-09-24,1726.06,1738.01,1696.85,1721.02,7751205,13075880960.00
2015-09-25,1715.48,1736.01,1665.44,1685.42,7705528,12372952064.00
2015-09-28,1686.33,1725.81,1666.79,1723.18,5881363,10083342336.00
2015-09-29,1695.98,1727.31,1685.40,1700.27,5900137,10155083776.00
2015-09-30,1729.93,1739.36,1694.66,1704.22,5741780,9575697408.00
2015-10-08,1753.61,1790.89,1744.73,1777.18,9057398,15751827456.00
2015-10-09,1775.39,1807.58,1766.82,1796.02,8599813,14341729280.00
2015-10-12,1805.59,1882.68,1805.59,1839.38,12447190,22524952576.00
2015-10-13,1825.63,1876.28,1816.45,1874.62,10506611,17782620160.00
2015-10-14,1865.68,1875.28,1832.85,1834.41,9605702,16512378880.00
2015-10-15,1824.92,1880.81,1823.92,1880.81,9526262,16116246528.00
2015-10-16,1894.07,1914.09,1868.12,1901.37,11953758,20620609536.00
2015-10-19,1892.32,1944.93,1887.72,1944.63,15132835,28188600320.00
2015-10-20,1942.41,1962.27,1915.87,1962.16,12690057,24325099520.00
2015-10-21,1961.59,1967.23,1818.83,1823.41,14166612,26686050304.00
2015-10-22,1822.27,1893.31,1808.39,1885.32,11443195,21000161280.00
2015-10-23,1902.11,1940.97,1898.28,1929.61,12451069,23659159552.00
2015-10-26,1947.29,2000.82,1931.50,1983.74,14934805,31473305600.00
2015-10-27,1965.93,2003.82,1906.48,1994.38,12263858,23581517824.00
2015-10-28,1990.25,2026.95,1967.83,1978.23,13040368,25405560832.00
2015-10-29,1997.21,2007.52,1955.70,1987.31,11504624,20739876864.00
2015-10-30,1975.56,2017.19,1948.34,1983.00,11691283,21975797760.00
2015-11-02,1944.23,1992.71,1923.02,1929.19,10376720,20246538240.00
2015-11-03,1934.39,1961.52,1910.57,1940.08,9318028,17064453120.00
2015-11-04,1945.98,2037.99,1945.98,2037.91,12328514,23417563136.00
2015-11-05,2036.85,2061.76,2021.58,2030.05,14237969,28294590464.00
2015-11-06,2031.62,2063.69,2029.96,2060.67,11088094,22183927808.00
2015-11-09,2056.64,2123.17,2038.37,2110.33,13990527,29209581568.00
2015-11-10,2100.06,2154.33,2088.39,2132.07,14047600,28594270208.00
2015-11-11,2143.04,2164.15,2125.76,2157.57,12342246,26609995776.00
2015-11-12,2162.18,2207.44,2143.12,2189.17,15138031,32334567424.00
2015-11-13,2176.70,2257.30,2134.87,2192.01,16147333,36277354496.00
2015-11-16,2162.14,2208.78,2151.56,2208.78,9797516,21953216512.00
2015-11-17,2229.52,2243.88,2166.02,2169.17,12972657,29467068416.00
2015-11-18,2171.04,2181.62,2114.97,2122.82,10095965,23291621376.00
2015-11-19,2131.56,2195.60,2120.69,2195.60,9562353,22006894592.00
2015-11-20,2202.54,2227.97,2189.07,2202.75,11373188,27462608896.00
2015-11-23,2195.86,2212.06,2151.50,2160.08,10295960,24526600192.00
2015-11-24,2161.02,2171.22,2133.67,2171.22,8015859,17803636736.00
2015-11-25,2174.90,2199.91,2168.42,2199.85,8871268,19256369152.00
2015-11-26,2213.32,2218.27,2175.85,2177.86,11060878,23762212864.00
2015-11-27,2169.97,2186.10,2032.98,2050.11,12683318,25257744384.00
2015-11-30,2056.95,2101.74,1978.52,2101.53,12441444,25726728192.00
2015-12-01,2101.19,2110.52,2052.31,2076.65,10475067,21948475392.00
2015-12-02,2072.33,2084.51,2005.71,2065.59,8127085,17232941056.00
2015-12-03,2066.24,2113.89,2066.24,2113.25,7303987,17368936448.00
2015-12-04,2111.75,2121.81,2083.35,2096.97,7767770,17244567552.00
2015-12-07,2102.08,2133.95,2089.63,2130.60,7525164,18093686784.00
2015-12-08,2119.79,2119.79,2073.97,2079.59,8248307,19041826816.00
2015-12-09,2075.54,2134.89,2071.46,2128.93,8293368,22974871552.00
2015-12-10,2136.32,2139.77,2098.75,2102.42,7836471,20622477312.00
2015-12-11,2099.82,2099.82,2072.14,2078.12,6405997,15546692608.00
2015-12-14,2069.32,2102.00,2055.32,2101.98,6327078,14659117056.00
2015-12-15,2099.42,2135.77,2099.01,2121.81,7259522,17031903232.00
2015-12-16,2118.23,2133.30,2109.17,2116.49,6636882,15301038080.00
2015-12-17,2125.47,2171.38,2125.47,2171.38,12905543,25134106624.00
2015-12-18,2165.38,2174.33,2141.02,2162.89,9597782,22091509760.00
2015-12-21,2164.43,2165.71,2146.89,2157.83,8098036,18883203072.00
2015-12-22,2161.56,2168.19,2141.22,2168.19,6773584,15193355264.00
2015-12-23,2169.43,2172.40,2140.07,2145.51,8474941,18770360320.00
2015-12-24,2146.72,2155.50,2123.76,2147.43,7470474,16634638336.00
2015-12-25,2151.77,2176.09,2146.54,2169.00,7516810,17855125504.00
2015-12-28,2175.55,2195.37,2127.75,2127.93,10451043,23129632768.00
2015-12-29,2126.83,2167.56,2108.86,2167.20,9278401,23752949760.00
2015-12-30,2171.24,2182.31,2157.74,2178.78,8459453,21169960960.00
2015-12-31,2180.77,2198.88,2149.00,2150.19,7821864,19667830784.00
2016-01-04,2141.92,2142.78,1972.14,1972.77,7267062,16379840512.00
2016-01-05,1915.39,1970.42,1859.11,1929.38,10062685,20610967552.00
2016-01-06,1938.01,1967.14,1913.45,1966.93,8148814,17145936896.00
2016-01-07,1939.81,1939.81,1787.98,1792.10,2166427,4210392576.00
2016-01-08,1816.58,1849.36,1705.92,1796.88,8994490,17377222656.00
2016-01-11,1754.10,1787.15,1663.33,1663.33,8908526,16831892480.00
2016-01-12,1659.58,1686.28,1623.25,1662.19,8157103,15033144320.00
2016-01-13,1670.89,1687.68,1605.47,1605.79,6943999,12979664896.00
2016-01-14,1583.51,1679.83,1549.00,1677.71,8317964,15231218688.00
2016-01-15,1668.08,1676.21,1602.83,1617.71,7595580,14987146240.00
2016-01-18,1595.28,1665.21,1580.40,1642.31,6397178,12304387072.00
2016-01-19,1642.61,1708.87,1640.37,1706.82,7663931,14447531008.00
2016-01-20,1697.41,1723.34,1681.51,1695.03,7686998,14974757888.00
2016-01-21,1669.05,1714.77,1611.74,1611.97,7182650,14578965504.00
2016-01-22,1628.13,1648.05,1585.29,1636.29,6206960,11831342080.00
2016-01-25,1645.60,1663.79,1625.92,1643.56,5252486,10074674176.00
2016-01-26,1622.83,1623.10,1507.66,1510.53,6920054,12056152064.00
2016-01-27,1511.08,1518.68,1402.70,1474.16,7688588,12217522176.00
2016-01-28,1458.05,1478.49,1399.41,1403.10,5694236,8899280896.00
2016-01-29,1400.67,1486.50,1400.67,1472.53,6499480,10663359488.00
2016-02-01,1478.61,1494.45,1440.97,1466.36,6631937,12140567552.00
2016-02-02,1469.55,1530.62,1469.54,1520.44,5842252,10355791872.00
2016-02-03,1505.31,1546.47,1494.61,1540.60,6181383,11134186496.00
2016-02-04,1544.95,1589.79,1544.95,1584.47,6564640,12400921600.00
2016-02-05,1590.64,1594.77,1553.75,1554.94,5234188,11331043328.00
2016-02-15,1507.26,1574.61,1501.11,1561.69,4776868,9237723136.00
2016-02-16,1570.76,1630.29,1570.76,1623.59,6590905,12444483584.00
